ÍNDICE MODELO,HIDDEN_LAYERS_STRUCTURE,r2Score,MSE,LEARNING_RATE_RBM,LEARNING_RATE,N_EPOCHS_RBM,N_ITER_BACKPROP,BATCH_SIZE,ACTIVATION_FUNCTION,DROPOUT_P,CONJUNTO DE TREINO
18,"[90, 90, 90]","0,994736042149978","3,00310679713409","0,01","0,01",4,55,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
15,"[90, 90, 90]","0,994714952087032","3,0151387535426","0,01","0,01",3,55,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
13,"[90, 90, 90]","0,994683672647706","3,03298378565095","0,01","0,01",3,45,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
22,"[90, 90, 90]","0,995342492972614","3,09254276092866","0,01","0,01",3,45,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
10,"[90, 90, 90]","0,994553137285213","3,10745467723782","0,01","0,01",2,45,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
24,"[90, 90, 90]","0,995309000207891","3,1147816553583","0,01","0,01",3,55,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
6,"[90, 90, 90]","0,992906029551305","3,14665239369052","0,01","0,01",3,55,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
19,"[90, 90, 90]","0,995235445107204","3,16362158041329","0,01","0,01",2,45,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
12,"[90, 90, 90]","0,994389636658319","3,20073237017359","0,01","0,01",2,55,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
14,"[90, 90, 90]","0,994377055407711","3,20791001868322","0,01","0,01",3,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
21,"[90, 90, 90]","0,995143974659275","3,22435713484592","0,01","0,01",2,55,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
20,"[90, 90, 90]","0,995113281714862","3,24473697378048","0,01","0,01",2,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
11,"[90, 90, 90]","0,994263494903805","3,27269669268084","0,01","0,01",2,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
27,"[90, 90, 90]","0,994827729732931","3,43434092056928","0,01","0,01",4,55,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
25,"[90, 90, 90]","0,994391270362452","3,72414601558634","0,01","0,01",4,45,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
2,"[90, 90, 90]","0,991524859318604","3,75929416465009","0,01","0,01",2,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
7,"[90, 90, 90]","0,991521989802251","3,76056698789705","0,01","0,01",4,45,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
16,"[90, 90, 90]","0,993167965183522","3,89770031983396","0,01","0,01",4,45,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
5,"[90, 90, 90]","0,990118288832247","4,3832026542325","0,01","0,01",3,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
26,"[90, 90, 90]","0,993303347633469","4,44651691920138","0,01","0,01",4,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
1,"[90, 90, 90]","0,989864814838955","4,49563539602368","0,01","0,01",2,45,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
17,"[90, 90, 90]","0,991730229216757","4,71793383562049","0,01","0,01",4,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
3,"[90, 90, 90]","0,987665953487652","5,47097810213026","0,01","0,01",2,55,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
4,"[90, 90, 90]","0,987535036019606","5,52904879289261","0,01","0,01",3,45,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
9,"[90, 90, 90]","0,986508798990559","5,9842538472832","0,01","0,01",4,55,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
23,"[90, 90, 90]","0,989634794472468","6,88240321082237","0,01","0,01",3,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
8,"[90, 90, 90]","0,983831402456554","7,17185904997141","0,01","0,01",4,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
